"","ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","City","Sport","Event","Medal"
"4345",107270,"Holger Peter Schneider","M",25,189,86,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Handball","Handball Men's Handball",NA
"4346",130995,"Daniel Winkler","M",26,171,70,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Gymnastics","Gymnastics Men's Horizontal Bar",NA
"4347",11128,"Simon Beyeler","M",30,170,63,"Switzerland","SUI","2012 Summer",2012,"Summer","London","Shooting","Shooting Men's Air Rifle, 10 metres",NA
"4348",101679,"Helena Isabel Neves Reinold Rodrigues","F",23,162,60,"Portugal","POR","2008 Summer",2008,"Summer","Beijing","Canoeing","Canoeing Women's Kayak Doubles, 500 metres",NA
"4349",21298,"Lorang Christiansen","M",35,NA,NA,"Norway","NOR","1952 Summer",1952,"Summer","Helsinki","Cycling","Cycling Men's Road Race, Team",NA
"4350",114163,"Karl-Heinz Stadtmller","M",27,185,72,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 20 kilometres Walk",NA
"4351",22810,"Yidiel Islay Contreras Garca","M",23,180,74,"Spain","ESP","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 110 metres Hurdles",NA
"4352",79218,"Max Adolf Karsten Meyer","M",38,185,90,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Sailing","Sailing Mixed Three Person Keelboat",NA
"4353",13119,"Graham Francis Bond","M",27,177,73,"Australia","AUS","1964 Summer",1964,"Summer","Tokyo","Gymnastics","Gymnastics Men's Team All-Around",NA
"4354",95391,"Romina Cecilia Plataroti Francisco","F",15,NA,NA,"Argentina","ARG","1992 Summer",1992,"Summer","Barcelona","Gymnastics","Gymnastics Women's Floor Exercise",NA
"4355",126251,"Lorna Vevers","F",29,170,73,"Great Britain","GBR","2010 Winter",2010,"Winter","Vancouver","Curling","Curling Women's Curling",NA
"4356",132102,"Xu Yuhua","F",25,165,63,"China","CHN","2008 Summer",2008,"Summer","Beijing","Judo","Judo Women's Half-Middleweight",NA
"4357",67462,"Lech asko","M",24,197,88,"Poland","POL","1980 Summer",1980,"Summer","Moskva","Volleyball","Volleyball Men's Volleyball",NA
"4358",87925,"ucja Bronisawa Ochmaska (-Bilska)","F",19,166,60,"Poland","POL","1968 Summer",1968,"Summer","Mexico City","Gymnastics","Gymnastics Women's Individual All-Around",NA
"4359",63178,"Natalia Kot (-Wala)","F",22,161,56,"Poland","POL","1960 Summer",1960,"Summer","Roma","Gymnastics","Gymnastics Women's Uneven Bars",NA
"4360",73017,"Eugen Mack","M",20,NA,NA,"Switzerland","SUI","1928 Summer",1928,"Summer","Amsterdam","Gymnastics","Gymnastics Men's Horse Vault","Gold"
"4361",32245,"Jonathan Paul ""Jon"" Eley","M",21,186,75,"Great Britain","GBR","2006 Winter",2006,"Winter","Torino","Short Track Speed Skating","Short Track Speed Skating Men's 1,500 metres",NA
"4362",55518,"Lee Bernard Grant Johnston","M",29,175,101,"Great Britain-2","GBR","2002 Winter",2002,"Winter","Salt Lake City","Bobsleigh","Bobsleigh Men's Four",NA
"4363",10906,"Giovanni Bertorelli","M",23,NA,NA,"Venezuela","VEN","1952 Summer",1952,"Summer","Helsinki","Fencing","Fencing Men's Foil, Individual",NA
"4364",55841,"Sigurur Hjalmar Jnsson","M",20,NA,NA,"Iceland","ISL","1980 Winter",1980,"Winter","Lake Placid","Alpine Skiing","Alpine Skiing Men's Slalom",NA
"4365",23043,"Edera Cordiale-Gentile","F",28,NA,NA,"Italy","ITA","1948 Summer",1948,"Summer","London","Athletics","Athletics Women's Discus Throw","Silver"
"4366",131452,"Sontaya Chotipat Wongprated","M",24,170,54,"Thailand","THA","2000 Summer",2000,"Summer","Sydney","Boxing","Boxing Men's Bantamweight",NA
"4367",109680,"Shi Na","F",27,160,50,"China","CHN","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 20 kilometres Walk",NA
"4368",47903,"Virginie Claire Dsire Marie Hriot","F",37,NA,NA,"L'Aile VI","FRA","1928 Summer",1928,"Summer","Amsterdam","Sailing","Sailing Mixed 8 metres","Gold"
"4369",109772,"Kyoko Shimazaki","F",22,159,57,"Japan","JPN","1994 Winter",1994,"Winter","Lillehammer","Speed Skating","Speed Skating Women's 1,000 metres",NA
"4370",115857,"Johanna Strotzer (Kuhfu-)","F",25,172,59,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Volleyball","Volleyball Women's Volleyball",NA
"4371",114882,"Manuela Stellmach (-Schubert)","F",18,175,65,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 100 metres Freestyle",NA
"4372",90222,"Alison Owen-Spencer (-Kiesel)","F",19,170,57,"United States","USA","1972 Winter",1972,"Winter","Sapporo","Cross Country Skiing","Cross Country Skiing Women's 10 kilometres",NA
"4373",76596,"Masayuki Matsunaga","M",22,158,53,"Japan","JPN","1992 Summer",1992,"Summer","Barcelona","Gymnastics","Gymnastics Men's Team All-Around","Bronze"
"4374",20381,"Cheng Wen","M",23,188,76,"China","CHN","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 400 metres Hurdles",NA
"4375",103885,"Luann Marie Ryon","F",23,175,72,"United States","USA","1976 Summer",1976,"Summer","Montreal","Archery","Archery Women's Individual","Gold"
"4376",41512,"Fernando Francisco Gonzlez Ciuffardi","M",28,182,82,"Chile","CHI","2008 Summer",2008,"Summer","Beijing","Tennis","Tennis Men's Singles","Silver"
"4377",48304,"Nicole Hetzer","F",25,176,63,"Germany","GER","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 400 metres Individual Medley",NA
"4378",121065,"Christiaan Tonnet","M",34,NA,NA,"Netherlands","NED","1936 Summer",1936,"Summer","Berlin","Equestrianism","Equestrianism Men's Three-Day Event, Individual",NA
"4379",116292,"Alfina Sukhanova","F",24,160,64,"Soviet Union","URS","1968 Winter",1968,"Winter","Grenoble","Alpine Skiing","Alpine Skiing Women's Giant Slalom",NA
"4380",959,"Christian Donfack Adjoufack","M",28,175,80,"Cameroon","CMR","2012 Summer",2012,"Summer","London","Boxing","Boxing Men's Light-Heavyweight",NA
"4381",16311,"Stanisaw Bukowski","M",25,164,62,"Poland","POL","1948 Winter",1948,"Winter","Sankt Moritz","Cross Country Skiing","Cross Country Skiing Men's 18 kilometres",NA
"4382",110415,"Tomasz Wacaw Sikora","M",36,182,75,"Poland","POL","2010 Winter",2010,"Winter","Vancouver","Biathlon","Biathlon Men's 12.5 kilometres Pursuit",NA
"4383",32941,"Stein Eriksen","M",20,NA,NA,"Norway","NOR","1948 Winter",1948,"Winter","Sankt Moritz","Alpine Skiing","Alpine Skiing Men's Combined",NA
"4384",19396,"Alena ernkov","F",14,152,43,"Czechoslovakia","TCH","1976 Summer",1976,"Summer","Montreal","Gymnastics","Gymnastics Women's Balance Beam",NA
"4385",133395,"Yuan Chao","M",21,183,81,"China","CHN","1996 Summer",1996,"Summer","Atlanta","Judo","Judo Men's Half-Middleweight",NA
"4386",123254,"Frank Ullrich","M",22,185,77,"East Germany","GDR","1980 Winter",1980,"Winter","Lake Placid","Biathlon","Biathlon Men's 20 kilometres","Silver"
"4387",49178,"Maria Hfl-Riesch","F",29,182,78,"Germany","GER","2014 Winter",2014,"Winter","Sochi","Alpine Skiing","Alpine Skiing Women's Super G","Silver"
"4388",26990,"Jos Eugenio Defran","M",30,163,52,"Dominican Republic","DOM","1968 Summer",1968,"Summer","Mexico City","Wrestling","Wrestling Men's Flyweight, Freestyle",NA
"4389",127838,"Tim Wadlow","M",30,188,75,"United States","USA","2004 Summer",2004,"Summer","Athina","Sailing","Sailing Mixed Skiff",NA
"4390",128089,"Brooke Walker","F",18,160,47,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Gymnastics","Gymnastics Women's Floor Exercise",NA
"4391",34380,"Pedro Juan Febles Gonzlez","M",22,180,74,"Venezuela","VEN","1980 Summer",1980,"Summer","Moskva","Football","Football Men's Football",NA
"4392",73935,"Beata Elbieta Maksymowa","F",28,180,145,"Poland","POL","1996 Summer",1996,"Summer","Atlanta","Judo","Judo Women's Heavyweight",NA
"4393",94688,"Willy H. A. Pieper","M",25,NA,NA,"Kln","SUI","1936 Summer",1936,"Summer","Berlin","Sailing","Sailing Mixed One Person Dinghy",NA
"4394",66907,"Lars Markus Larsson","M",31,183,83,"Sweden","SWE","2010 Winter",2010,"Winter","Vancouver","Alpine Skiing","Alpine Skiing Men's Giant Slalom",NA
"4395",125878,"Frantiek Ventura","M",32,NA,NA,"Czechoslovakia","TCH","1928 Summer",1928,"Summer","Amsterdam","Equestrianism","Equestrianism Men's Jumping, Team",NA
"4396",72250,"Ivan Bernhard Lund","M",23,188,77,"Australia","AUS","1952 Summer",1952,"Summer","Helsinki","Fencing","Fencing Men's epee, Team",NA
"4397",128459,"Wang Hao","M",21,167,65,"China","CHN","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Backstroke",NA
"4398",75991,"Adkar Maruti","M",22,155,48,"India","IND","1972 Summer",1972,"Summer","Munich","Wrestling","Wrestling Men's Light-Flyweight, Freestyle",NA
"4399",93623,"Per Fredrik Ture Person","M",19,188,80,"Sweden","SWE","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's 100 metres",NA
"4400",6368,"Giovanni Azzini","M",22,179,80,"Italy","ITA","1952 Summer",1952,"Summer","Helsinki","Football","Football Men's Football",NA
"4401",1884,"Jasem Goma'an Al-Dowaila","M",21,188,75,"Kuwait","KUW","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 400 metres Hurdles",NA
"4402",114382,"Mihaela Stnule","F",17,152,44,"Romania","ROU","1984 Summer",1984,"Summer","Los Angeles","Gymnastics","Gymnastics Women's Individual All-Around",NA
"4403",62006,"Zdenk Kohout","M",24,NA,NA,"Czechoslovakia-2","TCH","1992 Winter",1992,"Winter","Albertville","Bobsleigh","Bobsleigh Men's Two",NA
"4404",117260,"Frank Allan Synnott","M",28,165,58,"United States","USA","1920 Summer",1920,"Summer","Antwerpen","Ice Hockey","Ice Hockey Men's Ice Hockey","Silver"
"4405",95173,"Dumitru Prvulescu","M",27,166,52,"Romania","ROU","1960 Summer",1960,"Summer","Roma","Wrestling","Wrestling Men's Flyweight, Greco-Roman","Gold"
"4406",53313,"Finn Christian Jagge","M",21,178,89,"Norway","NOR","1988 Winter",1988,"Winter","Calgary","Alpine Skiing","Alpine Skiing Men's Giant Slalom",NA
"4407",66202,"Lzaro Lamelas Ramrez","M",26,163,59,"Cuba","CUB","2000 Summer",2000,"Summer","Sydney","Gymnastics","Gymnastics Men's Horse Vault",NA
"4408",52584,"Ibrahim Ismail Muftah Faraj","M",28,178,70,"Qatar","QAT","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 400 metres Relay",NA
"4409",51456,"Daniele Matias Hyplito","F",16,147,51,"Brazil","BRA","2000 Summer",2000,"Summer","Sydney","Gymnastics","Gymnastics Women's Balance Beam",NA
"4410",61595,"Hans-Viggo Frederik Knudsen","M",20,183,75,"Denmark","DEN","1964 Summer",1964,"Summer","Tokyo","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres",NA
"4411",52471,"Nataliya Sergeyevna Ishchenko","F",22,177,60,"Russia","RUS","2008 Summer",2008,"Summer","Beijing","Synchronized Swimming","Synchronized Swimming Women's Team","Gold"
"4412",61940,"Tamatsu Kogure","M",21,NA,NA,"Japan","JPN","1952 Summer",1952,"Summer","Helsinki","Rowing","Rowing Men's Coxed Fours",NA
"4413",98972,"Mahmoud Rashid","M",21,167,67,"Iraq","IRQ","1964 Summer",1964,"Summer","Tokyo","Weightlifting","Weightlifting Men's Lightweight",NA
"4414",29390,"Rubens Valeriano Donizete","M",36,173,69,"Brazil","BRA","2016 Summer",2016,"Summer","Rio de Janeiro","Cycling","Cycling Men's Mountainbike, Cross-Country",NA
"4415",65880,"Pl Lgler","M",22,NA,NA,"Hungary","HUN","1936 Summer",1936,"Summer","Berlin","Football","Football Men's Football",NA
"4416",85594,"Arthur Lewis Newton","M",21,160,51,"New York Athletic Club","USA","1904 Summer",1904,"Summer","St. Louis","Athletics","Athletics Men's 4 mile, Team","Gold"
"4417",32243,"Eugnio Calas Eleutrio","M",31,NA,NA,"Portugal","POR","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's 4 x 100 metres Relay",NA
"4418",31658,"Joachim Werner Ehrig","M",25,191,90,"West Germany","FRG","1972 Summer",1972,"Summer","Munich","Rowing","Rowing Men's Coxless Fours","Bronze"
"4419",109273,"Hussain Shareef","M",NA,NA,78,"Kuwait","KUW","1984 Summer",1984,"Summer","Los Angeles","Judo","Judo Men's Middleweight",NA
"4420",36903,"Maurice Eugne Fraysse","M",20,NA,NA,"USFSA","FRA","1900 Summer",1900,"Summer","Paris","Football","Football Men's Football","Silver"
"4421",124587,"Rudolf Frederik Otto ""Ruud"" van Feggelen","M",28,NA,NA,"Netherlands","NED","1952 Summer",1952,"Summer","Helsinki","Water Polo","Water Polo Men's Water Polo",NA
"4422",100679,"Eberhard Riedel","M",25,172,69,"Germany","GER","1964 Winter",1964,"Winter","Innsbruck","Alpine Skiing","Alpine Skiing Men's Giant Slalom",NA
"4423",83064,"Fritz Mller","M",NA,NA,NA,"Frankfurt Club","GER","1900 Summer",1900,"Summer","Paris","Rugby","Rugby Men's Rugby","Silver"
"4424",51568,"Saleh Ibrahim","M",24,NA,NA,"United Arab Republic","UAR","1960 Summer",1960,"Summer","Roma","Rowing","Rowing Men's Coxed Eights",NA
"4425",69651,"Roberto Liberato","M",26,180,82,"Switzerland","SUI","1992 Summer",1992,"Summer","Barcelona","Canoeing","Canoeing Men's Kayak Singles, 1,000 metres",NA
"4426",35548,"Renate Fischer-Khler","F",28,164,56,"East Germany","GDR","1972 Winter",1972,"Winter","Sapporo","Cross Country Skiing","Cross Country Skiing Women's 10 kilometres",NA
"4427",105503,"Toshi Sano","M",NA,NA,NA,"Japan","JPN","1932 Summer",1932,"Summer","Los Angeles","Rowing","Rowing Men's Coxed Eights",NA
"4428",14488,"pela Braun (-Vnuk)","F",20,NA,NA,"Slovenia","SLO","1998 Winter",1998,"Winter","Nagano","Alpine Skiing","Alpine Skiing Women's Super G",NA
"4429",103790,"Michael Ryan","M",21,183,75,"Ireland","IRL","1964 Summer",1964,"Summer","Tokyo","Fencing","Fencing Men's Foil, Individual",NA
"4430",78456,"Ioannis Melissanidis","M",19,172,59,"Greece","GRE","1996 Summer",1996,"Summer","Atlanta","Gymnastics","Gymnastics Men's Horizontal Bar",NA
"4431",72755,"Ma Ying","F",17,152,48,"China","CHN","1988 Summer",1988,"Summer","Seoul","Gymnastics","Gymnastics Women's Balance Beam",NA
"4432",102653,"Jrg Rokopf","M",35,182,72,"Germany-1","GER","2004 Summer",2004,"Summer","Athina","Table Tennis","Table Tennis Men's Doubles",NA
"4433",72708,"Shukri Akhmedov Lyutviev","M",24,172,90,"Bulgaria","BUL","1976 Summer",1976,"Summer","Montreal","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle",NA
"4434",60747,"David Archer ""Dave"" Kirkwood","M",29,183,82,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Modern Pentathlon","Modern Pentathlon Men's Team","Silver"
"4435",60127,"Kim Mi-Hyang","F",22,NA,NA,"South Korea","KOR","1996 Summer",1996,"Summer","Atlanta","Badminton","Badminton Women's Doubles",NA
"4436",9622,"Sabine Belkofer","F",34,170,62,"Germany","GER","2002 Winter",2002,"Winter","Salt Lake City","Curling","Curling Women's Curling",NA
"4437",24659,"Ruy Leme da Fonseca Filho","M",38,181,76,"Brazil","BRA","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism Mixed Three-Day Event, Individual",NA
"4438",125248,"Dezideriu Varga","M",36,178,80,"Romania","ROU","1976 Winter",1976,"Winter","Innsbruck","Ice Hockey","Ice Hockey Men's Ice Hockey",NA
"4439",34877,"Santiago Fernndez","M",27,192,93,"Argentina","ARG","2004 Summer",2004,"Summer","Athina","Rowing","Rowing Men's Single Sculls",NA
"4440",86872,"Harald Norden","M",26,NA,NA,"Germany","GER","1960 Winter",1960,"Winter","Squaw Valley","Speed Skating","Speed Skating Men's 1,500 metres",NA
"4441",99525,"Reginald Charles Reed","M",27,NA,NA,"Great Britain","GBR","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's 100 metres",NA
"4442",42480,"Vicky Grau Muxella","F",22,164,65,"Andorra","AND","1998 Winter",1998,"Winter","Nagano","Alpine Skiing","Alpine Skiing Women's Giant Slalom",NA
"4443",120034,"Christine Thorburn","F",38,163,56,"United States","USA","2008 Summer",2008,"Summer","Beijing","Cycling","Cycling Women's Individual Time Trial",NA
"4444",33951,"Fan Ye","F",27,176,72,"China","CHN","2004 Summer",2004,"Summer","Athina","Gymnastics","Gymnastics Women's Individual All-Around",NA
"4445",116172,"Bnyamin Suda","M",25,176,105,"Turkey","TUR","2000 Summer",2000,"Summer","Sydney","Weightlifting","Weightlifting Men's Middle-Heavyweight",NA
"4446",109266,"Ivaylo Sharankov","M",34,170,61,"Bulgaria","BUL","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's Marathon",NA
"4447",39996,"Mircea Gheorghiu","M",24,175,64,"Romania","ROU","1972 Summer",1972,"Summer","Munich","Gymnastics","Gymnastics Men's Team All-Around",NA
"4448",64713,"Monika Khn","F",21,159,51,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Diving","Diving Women's Platform",NA
"4449",129275,"Hans Wehrli-Frei","M",25,NA,NA,"Switzerland","SUI","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's 100 metres",NA
"4450",123491,"Aleksandr Urinov","M",31,186,100,"Uzbekistan","UZB","2004 Summer",2004,"Summer","Athina","Weightlifting","Weightlifting Men's Heavyweight",NA
"4451",89199,"Rogelio P. Onofre","M",24,174,59,"Philippines","PHI","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's 100 metres",NA
"4452",56133,"Morten Jrgensen","M",27,183,73,"Denmark","DEN","2012 Summer",2012,"Summer","London","Rowing","Rowing Men's Lightweight Coxless Fours","Bronze"
"4453",56488,"Bangaly Kaba","M",25,194,NA,"France","FRA","1984 Summer",1984,"Summer","Los Angeles","Basketball","Basketball Men's Basketball",NA
"4454",28418,"Jess Diguez Romero","M",21,NA,NA,"Spain","ESP","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's 3,000 metres, Team",NA
"4455",45193,"Mehdi Hamama","M",23,187,88,"Algeria","ALG","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 200 metres Individual Medley",NA
"4456",14763,"Jerzy Walerian Braun","M",25,187,90,"Poland","POL","1936 Summer",1936,"Summer","Berlin","Rowing","Rowing Men's Coxed Pairs",NA
"4457",133226,"Mahonri Mackintosh Young","M",54,NA,NA,"United States","USA","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
"4458",94571,"Arthur Picard","M",NA,NA,NA,"France","FRA","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's Javelin Throw",NA
"4459",67688,"Emilio Lechner","M",31,174,75,"Italy","ITA","1972 Winter",1972,"Winter","Sapporo","Luge","Luge Men's Singles",NA
"4460",36147,"Jordi Font Ferrer","M",34,190,83,"Spain","ESP","2010 Winter",2010,"Winter","Vancouver","Snowboarding","Snowboarding Men's Boardercross",NA
"4461",112092,"Petr mejc","M",23,175,65,"Czech Republic","CZE","2002 Winter",2002,"Winter","Salt Lake City","Nordic Combined","Nordic Combined Men's Sprint",NA
"4462",50111,"Zouheir Hory","M",22,175,68,"Syria","SYR","1988 Summer",1988,"Summer","Seoul","Wrestling","Wrestling Men's Lightweight, Greco-Roman",NA
"4463",53350,"Anne Jahren","F",20,176,59,"Norway","NOR","1984 Winter",1984,"Winter","Sarajevo","Cross Country Skiing","Cross Country Skiing Women's 4 x 5 kilometres Relay","Gold"
"4464",36222,"Alan Robert Ford","M",24,175,77,"United States","USA","1948 Summer",1948,"Summer","London","Swimming","Swimming Men's 100 metres Freestyle","Silver"
"4465",45443,"Han Hyeong-Bae","M",24,184,82,"South Korea","KOR","2000 Summer",2000,"Summer","Sydney","Hockey","Hockey Men's Hockey","Silver"
"4466",93741,"Prenam Pesse","F",18,NA,NA,"Togo","TOG","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's 100 metres",NA
"4467",19103,"Tracy Ann Caulkins (-Stockwell)","F",21,175,60,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 200 metres Individual Medley","Gold"
"4468",51707,"Aleksey Aleksandrovich Ignatovich","M",22,167,65,"Belarus","BLR","2008 Summer",2008,"Summer","Beijing","Gymnastics","Gymnastics Men's Pommelled Horse",NA
"4469",26505,"Ennio Carvalho de Oliveira","M",24,NA,NA,"Brazil","BRA","1936 Summer",1936,"Summer","Berlin","Fencing","Fencing Men's epee, Team",NA
"4470",42665,"Demond William Greene","M",29,185,95,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Basketball","Basketball Men's Basketball",NA
"4471",116779,"Yury Yuryevich Suvorov","M",21,188,84,"Belarus","BLR","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 400 metres Individual Medley",NA
"4472",82391,"Kimpale Mosengo","M",25,178,NA,"Congo (Kinshasa)","COD","1988 Summer",1988,"Summer","Seoul","Cycling","Cycling Men's Road Race, Individual",NA
"4473",49866,"Emil Paul Anton Hoppe","M",52,NA,NA,"Austria","AUT","1928 Summer",1928,"Summer","Amsterdam","Art Competitions","Art Competitions Mixed Architecture, Architectural Designs",NA
"4474",3184,"Pablo Damin lvarez","M",22,180,85,"Argentina","ARG","2000 Summer",2000,"Summer","Sydney","Shooting","Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
"4475",91731,"Suthorn Parmkerd","M",42,172,60,"Thailand","THA","1976 Summer",1976,"Summer","Montreal","Shooting","Shooting Mixed Small-Bore Rifle, Prone, 50 metres",NA
"4476",66922,"Bengt Vilgot Larsson","M",23,NA,NA,"Sweden","SWE","1956 Winter",1956,"Winter","Cortina d'Ampezzo","Ice Hockey","Ice Hockey Men's Ice Hockey",NA
"4477",19701,"Chan Siu Kwong","M",30,185,79,"Hong Kong","HKG","1996 Summer",1996,"Summer","Atlanta","Badminton","Badminton Men's Doubles",NA
"4478",60766,"Nicolas ""Nicky"" Kirsch","M",26,NA,NA,"Luxembourg","LUX","1928 Summer",1928,"Summer","Amsterdam","Football","Football Men's Football",NA
"4479",126698,"Nils Erik Vinberg","M",18,171,87,"Sweden","SWE","1976 Winter",1976,"Winter","Innsbruck","Luge","Luge Men's Singles",NA
"4480",91342,"Aleksey Aleksandrovich Paramonov","M",31,NA,NA,"Soviet Union","URS","1956 Summer",1956,"Summer","Melbourne","Football","Football Men's Football","Gold"
"4481",86857,"Kathleen Nord (-Schwartz)","F",22,176,65,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 400 metres Individual Medley",NA
"4482",43662,"Savino Guglielmetti","M",36,167,NA,"Italy","ITA","1948 Summer",1948,"Summer","London","Gymnastics","Gymnastics Men's Individual All-Around",NA
"4483",54878,"Jin Hua","F",29,166,60,"China","CHN","2002 Winter",2002,"Winter","Salt Lake City","Speed Skating","Speed Skating Women's 1,000 metres",NA
"4484",9525,"Mohamed Habib Bel Hadj","M",27,180,67,"Tunisia","TUN","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 800 metres",NA
"4485",35452,"Danilo Fioravanti","M",34,NA,NA,"Italy","ITA","1948 Summer",1948,"Summer","London","Gymnastics","Gymnastics Men's Parallel Bars",NA
"4486",97627,"Nevenka Pukarevi","F",20,156,47,"Yugoslavia","YUG","1972 Summer",1972,"Summer","Munich","Gymnastics","Gymnastics Women's Uneven Bars",NA
"4487",359,"Andrey Khakimovich Abduvaliyev","M",26,190,125,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's Hammer Throw","Gold"
"4488",38551,"Esmeralda de Jesus Freitas Garca Silami","F",25,162,52,"Brazil","BRA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 100 metres",NA
"4489",70823,"Henry Morton ""Harry"" Llewellyn","M",40,NA,NA,"Great Britain","GBR","1952 Summer",1952,"Summer","Helsinki","Equestrianism","Equestrianism Men's Jumping, Team","Gold"
"4490",57570,"Tanja Kariik","F",22,168,55,"Bosnia and Herzegovina","BIH","2014 Winter",2014,"Winter","Sochi","Cross Country Skiing","Cross Country Skiing Women's 10 kilometres",NA
"4491",99417,"Andrs Recalde Miguez","M",19,NA,NA,"Uruguay","URU","1924 Summer",1924,"Summer","Paris","Boxing","Boxing Men's Flyweight",NA
"4492",26800,"Marcel de Wolf","M",28,NA,NA,"France","FRA","1948 Summer",1948,"Summer","London","Gymnastics","Gymnastics Men's Floor Exercise",NA
"4493",38797,"Rafael Luis Gargiulo","M",27,181,78,"Argentina","ARG","1964 Summer",1964,"Summer","Tokyo","Boxing","Boxing Men's Light-Heavyweight",NA
"4494",89990,"Mirjam Ott","F",34,162,58,"Switzerland","SUI","2006 Winter",2006,"Winter","Torino","Curling","Curling Women's Curling","Silver"
"4495",92695,"Sergio Pedrerol Cavalle","M",26,190,78,"Spain","ESP","1996 Summer",1996,"Summer","Atlanta","Water Polo","Water Polo Men's Water Polo","Gold"
"4496",10078,"Willy Lars-Erik Bengtsson","M",18,182,82,"Sweden","SWE","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"4497",96242,"Klaus Porbadnik","M",26,NA,NA,"Germany","GER","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's Marathon",NA
"4498",82644,"Mohamed Hassan Moussa","M",30,NA,NA,"Egypt","EGY","1952 Summer",1952,"Summer","Helsinki","Wrestling","Wrestling Men's Welterweight, Freestyle",NA
"4499",37991,"Petros Galaktopoulos","M",31,172,74,"Greece","GRE","1976 Summer",1976,"Summer","Montreal","Wrestling","Wrestling Men's Welterweight, Greco-Roman",NA
"4500",76040,"Pierluigi Marzorati","M",27,187,79,"Italy","ITA","1980 Summer",1980,"Summer","Moskva","Basketball","Basketball Men's Basketball","Silver"
"4501",64646,"Kimihisa Kudo","M",24,166,71,"Japan","JPN","1964 Winter",1964,"Winter","Innsbruck","Ice Hockey","Ice Hockey Men's Ice Hockey",NA
"4502",76940,"Peter ""Percy"" May","M",NA,NA,NA,"Great Britain","GBR","1948 Summer",1948,"Summer","London","Gymnastics","Gymnastics Men's Floor Exercise",NA
"4503",30958,"Erik Duyvelshoff","M",21,180,73,"Netherlands","NED","1994 Winter",1994,"Winter","Lillehammer","Short Track Speed Skating","Short Track Speed Skating Men's 500 metres",NA
"4504",32517,"Matthew D. ""Matt"" Emmons","M",35,175,84,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Shooting","Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
"4505",82783,"Roman Mrzek","M",30,168,55,"Czechoslovakia","TCH","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 50 kilometres Walk",NA
"4506",110741,"Anthony ""Tony"" Simms","M",25,192,89,"Canada","CAN","1984 Summer",1984,"Summer","Los Angeles","Basketball","Basketball Men's Basketball",NA
"4507",11120,"Janet Clouston Bewley-Cathie-Wardell-Yerburgh (-Cooksey)","F",28,160,60,"Great Britain","GBR","1968 Summer",1968,"Summer","Mexico City","Fencing","Fencing Women's Foil, Individual",NA
